gene_0,gene_1,gene_2,gene_3,gene_4,gene_5,gene_6,gene_7,gene_8,gene_9,gene_10,gene_11,gene_12,gene_13,gene_14,gene_15,gene_16,gene_17,gene_18,gene_19,gene_20,gene_21,gene_22,gene_23,gene_24,gene_25,gene_26,gene_27,gene_28,gene_29,gene_30,gene_31,gene_32,gene_33,gene_34,gene_35,gene_36,gene_37,gene_38,gene_39,latency_ms,valid_loss
6,1,0,0,0,0,2,1,1,2,2,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,46.47762477397919,1.473046176222995
6,1,1,0,1,1,0,2,1,1,0,-1,-1,-1,-1,-1,0,1,0,1,0,1,1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,43.72858107089996,2.258603079754148
6,1,1,0,2,0,1,0,2,1,2,-1,-1,-1,-1,-1,0,1,0,0,0,1,0,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,43.89014542102814,1.6116206021182375
6,2,1,1,0,2,1,1,2,0,1,1,-1,-1,-1,-1,0,1,1,1,1,1,1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,77.32042670249939,1.356919918500696
6,1,1,0,0,0,1,1,0,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,40.66349267959595,2.3294146643680684
6,1,1,0,0,0,0,1,2,0,1,-1,-1,-1,-1,-1,1,1,1,1,0,1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,41.41420125961304,2.3286340036664157
6,1,1,1,2,1,1,0,0,1,2,-1,-1,-1,-1,-1,0,0,0,1,0,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,40.26302397251129,2.4247454510062045
6,1,1,0,2,1,1,0,0,1,2,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,44.23576891422272,1.5263395715205974
6,2,1,1,0,0,0,0,0,0,1,1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-1,-1,-1,-1,1,1,-1,-1,-1,-1,2,0,-1,-1,-1,-1,73.35885167121887,1.4582045893229405
6,2,1,1,0,0,1,0,0,0,1,1,-1,-1,-1,-1,1,1,1,1,0,0,0,0,-1,-1,-1,-1,1,1,-1,-1,-1,-1,2,0,-1,-1,-1,-1,73.8959014415741,1.4237996708053162
6,2,1,1,0,1,1,1,2,0,1,1,-1,-1,-1,-1,0,1,1,1,1,1,1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,77.46341824531555,1.3566928503273894
6,1,1,1,2,1,1,0,0,0,2,-1,-1,-1,-1,-1,0,0,0,1,0,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,39.84869420528412,2.4266191964670107
6,1,1,0,2,1,1,1,2,1,2,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,44.47311460971832,1.5244079194091638
6,1,1,0,0,1,0,1,0,0,1,-1,-1,-1,-1,-1,1,1,1,1,0,1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,40.584683418273926,2.33050843807188
6,1,0,0,0,0,2,1,2,1,2,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,45.61377465724945,1.5019165182568088
6,1,1,0,0,1,1,0,0,2,1,-1,-1,-1,-1,-1,0,1,1,1,0,0,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,46.016910672187805,1.4970204276601633
6,4,0,0,2,2,2,2,0,1,2,1,1,2,-1,-1,1,1,1,1,0,1,1,1,1,1,-1,-1,1,1,1,1,-1,-1,2,1,0,1,-1,-1,141.2516713142395,1.3099714383105625
6,2,1,1,0,0,1,0,0,0,1,1,-1,-1,-1,-1,1,1,1,1,0,1,0,0,-1,-1,-1,-1,1,1,-1,-1,-1,-1,2,0,-1,-1,-1,-1,74.38328862190247,1.4154015163181977
6,2,1,1,0,0,1,0,0,0,1,1,-1,-1,-1,-1,1,0,1,1,0,0,0,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,2,0,-1,-1,-1,-1,75.01817345619202,1.4012228566473737
6,1,1,0,0,0,2,1,0,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,44.97683346271515,1.5048065299554538
6,1,0,0,0,1,1,1,1,1,1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,47.65925705432892,1.4718394315058947
6,2,1,1,0,0,1,0,0,1,1,1,-1,-1,-1,-1,1,1,1,1,0,0,0,0,-1,-1,-1,-1,1,1,-1,-1,-1,-1,2,0,-1,-1,-1,-1,74.24237132072449,1.4237947818820427
6,3,1,1,2,2,2,2,2,1,2,1,2,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,2,0,0,-1,-1,-1,108.63449573516846,1.321901285918637
6,1,1,0,1,1,0,2,0,1,0,-1,-1,-1,-1,-1,0,1,0,1,0,1,1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,43.52253973484039,2.2596362499991707
6,3,1,1,0,1,1,1,2,2,1,0,2,-1,-1,-1,0,0,1,1,0,0,1,1,0,-1,-1,-1,1,1,1,-1,-1,-1,1,2,0,-1,-1,-1,108.38435888290405,1.354678207918675
6,2,1,1,0,0,1,0,0,0,1,1,-1,-1,-1,-1,1,1,1,1,1,1,0,0,-1,-1,-1,-1,1,1,-1,-1,-1,-1,2,2,-1,-1,-1,-1,74.76124167442322,1.4085877964945188
6,2,1,1,0,0,1,0,0,0,1,1,-1,-1,-1,-1,1,0,0,1,0,0,0,0,-1,-1,-1,-1,1,1,-1,-1,-1,-1,2,0,-1,-1,-1,-1,73.29435348510742,1.4705403206373293
6,3,0,1,0,2,1,1,2,0,1,1,2,-1,-1,-1,0,1,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,0,0,0,-1,-1,-1,111.2369179725647,1.3170838083101244
6,1,1,0,2,1,2,0,0,1,2,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,44.32527720928192,1.5261047216475316
6,1,1,0,1,1,0,0,1,1,0,-1,-1,-1,-1,-1,0,1,0,1,0,1,1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,43.381503224372864,2.262599682414143
6,1,1,0,2,0,1,1,2,1,2,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,44.35926377773285,1.5247009158545266
6,4,0,0,2,1,1,1,2,0,2,1,2,1,-1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,-1,-1,2,2,0,0,-1,-1,141.58523082733154,1.3069755865867225
6,2,1,1,2,0,1,0,2,2,2,1,-1,-1,-1,-1,0,1,1,1,1,1,0,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,2,0,-1,-1,-1,-1,77.08370089530945,1.3745894150619729
6,4,1,0,2,1,1,2,2,0,2,1,2,2,-1,-1,1,1,1,1,1,0,1,1,1,1,-1,-1,1,1,1,1,-1,-1,2,1,0,0,-1,-1,140.25510549545288,1.3146476759538555
6,2,1,1,0,0,1,0,0,0,1,1,-1,-1,-1,-1,1,1,1,1,0,1,0,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,2,0,-1,-1,-1,-1,75.79852938652039,1.379903346920827
6,4,0,1,0,2,1,2,1,1,1,1,2,2,-1,-1,0,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,-1,-1,0,2,0,1,-1,-1,142.41244792938232,1.3053018493352808
6,3,1,1,0,1,1,1,2,2,1,0,2,-1,-1,-1,0,0,1,1,0,0,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,1,2,0,-1,-1,-1,108.49466323852539,1.3458330895998483
6,2,1,1,0,0,1,0,0,1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,0,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,2,1,-1,-1,-1,-1,76.31651759147644,1.3766657353899405
6,2,1,1,0,2,1,1,2,0,1,1,-1,-1,-1,-1,0,1,1,1,1,1,1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,0,2,-1,-1,-1,-1,77.68277525901794,1.3564212552240436
6,1,1,0,0,0,1,1,0,1,1,-1,-1,-1,-1,-1,1,0,1,1,1,1,1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,43.8744455575943,2.250566829400525
6,4,1,0,2,1,1,1,2,0,2,1,2,2,-1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,-1,-1,2,1,0,0,-1,-1,140.72593450546265,1.3103351806177694
6,1,1,1,2,0,0,0,1,1,2,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,39.08078372478485,2.4896231983445927
6,1,1,1,2,1,0,2,2,2,0,-1,-1,-1,-1,-1,1,1,1,1,0,1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,43.30374896526337,2.2665228854202812
6,1,1,1,2,1,0,0,0,0,2,-1,-1,-1,-1,-1,0,0,0,1,0,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,39.521339535713196,2.4281145968114184
6,3,1,0,2,2,2,2,2,1,2,1,2,-1,-1,-1,1,1,1,0,1,1,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,2,0,0,-1,-1,-1,108.39611291885376,1.349939206220775
6,2,1,1,0,0,1,0,0,0,1,1,-1,-1,-1,-1,1,1,1,1,0,1,0,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,2,1,-1,-1,-1,-1,75.8859395980835,1.3796985460212983
6,2,1,1,0,0,1,0,0,0,1,1,-1,-1,-1,-1,1,1,1,1,0,0,0,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,2,0,-1,-1,-1,-1,75.36845207214355,1.3876231299753865
6,2,1,1,0,0,0,0,0,0,1,1,-1,-1,-1,-1,1,0,1,1,1,0,0,0,-1,-1,-1,-1,1,1,-1,-1,-1,-1,2,0,-1,-1,-1,-1,73.64127039909363,1.430460456232185
6,3,1,1,0,0,1,1,2,0,1,1,2,-1,-1,-1,0,1,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,0,1,0,-1,-1,-1,110.38554906845093,1.3192904789031208
6,1,1,1,2,0,0,0,0,1,2,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,38.7428343296051,2.4925025471022453
6,4,1,0,2,1,1,2,2,0,2,1,1,2,-1,-1,1,1,1,1,1,0,1,1,1,1,-1,-1,1,1,1,1,-1,-1,2,1,0,0,-1,-1,140.53086042404175,1.314380189940944
6,4,0,1,0,2,1,2,1,1,1,2,2,2,-1,-1,0,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,-1,-1,0,2,0,1,-1,-1,141.9816255569458,1.3067338461440297
6,1,1,0,2,0,1,1,2,1,2,-1,-1,-1,-1,-1,0,1,0,0,0,1,0,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,44.019463658332825,1.6093577587509653
6,1,1,1,0,0,0,1,1,0,1,-1,-1,-1,-1,-1,1,1,1,1,0,1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,41.559094190597534,2.2892354817987997
6,3,1,1,2,2,2,2,2,1,2,1,2,-1,-1,-1,1,1,1,1,1,0,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,2,0,0,-1,-1,-1,108.55185985565186,1.3256118943172202
6,1,0,0,0,1,1,2,1,1,2,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,51.046234369277954,1.4710038722750431
6,3,1,1,0,0,1,1,2,1,1,1,2,-1,-1,-1,0,1,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,0,1,0,-1,-1,-1,110.20780801773071,1.3202678995899482
6,1,1,0,0,0,2,0,0,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,44.81519162654877,1.5062850946065471
6,1,0,0,0,1,1,1,1,2,1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,47.49228060245514,1.4718947395815134
