latency_ms,valid_loss
141.85677766799927,1.3101403192806975
41.41182601451874,2.2646649954862683
45.77858746051788,1.4844878590652262
44.05774176120758,1.515803317143534
41.41182601451874,2.2646649954862683
77.34128832817078,1.35739537571581
41.41182601451874,2.2646649954862683
77.24321484565735,1.364789028557269
76.28361582756042,1.3850802150962274
45.77858746051788,1.4844878590652262
46.29880487918854,1.4718342614261912
110.03795862197876,1.3214809008022546
76.6838014125824,1.3661059778960847
43.663421273231506,1.517608761757042
44.5546418428421,1.5056069661351938
45.77858746051788,1.4844878590652262
109.93695259094238,1.3224755373587165
141.5104627609253,1.3168680678001283
42.45196282863617,1.6760808243696192
42.85809099674225,1.5188883585746673
77.24321484565735,1.364789028557269
76.28361582756042,1.3850802150962274
38.47840130329132,2.489905189202049
39.108821749687195,2.426887693393901
43.81852447986603,1.515910957205374
44.589564204216,1.50311251265236
75.25476217269897,1.3998071364240643
78.73584628105164,1.355164317663418
44.29543912410736,1.5131375727042076
141.85677766799927,1.3101403192806975
44.850900769233704,1.485495679538751
75.9006142616272,1.3873750695590776
45.887866616249084,1.480280967870549
144.9987769126892,1.3096194100331293
39.195844531059265,2.3954703571880516
43.663421273231506,1.517608761757042
41.41182601451874,2.2646649954862683
79.0320098400116,1.3538591431484606
45.81252038478851,1.4804222535530767
44.82077658176422,1.4935364904440604
37.778440117836,2.498344645239813
43.81629526615143,1.5173042795549234
38.23235332965851,2.4921620460434886
41.023918986320496,2.2652599931646145
38.68463933467865,2.449299777773496
43.81629526615143,1.5173042795549234
44.30685341358185,1.509252603002123
46.000006794929504,1.4765361231615821
46.29880487918854,1.4718342614261912
39.108821749687195,2.426887693393901
109.74781513214111,1.3240196640598818
74.24237132072449,1.412825054563768
39.195844531059265,2.3954703571880516
79.4043242931366,1.3537558010589437
39.5411878824234,2.324600017787968
46.59985601902008,1.4713994394463465
78.7090539932251,1.3556175946683071
40.999576449394226,2.295739727733584
76.67759656906128,1.382468031157496
43.33232939243317,1.5181947595180318
42.509254813194275,1.5198184966555366
74.38328862190247,1.4082628482523498
40.999576449394226,2.295739727733584
37.97968327999115,2.495166652896166
40.81606864929199,2.3083232719393743
41.638749837875366,2.2485520529229026
39.195844531059265,2.3954703571880516
78.35820317268372,1.3557403438096585
141.85677766799927,1.3101403192806975
109.14241075515747,1.3244893815824668
39.5411878824234,2.324600017787968
42.73812472820282,1.519041601517729
108.89763832092285,1.3246786270615911
42.85809099674225,1.5188883585746673
41.87923073768616,2.2461010832780253
46.14597260951996,1.4720056812822446
