vector_0,vector_1,vector_2,vector_3,vector_4,vector_5,vector_6,vector_7,vector_8,vector_9,vector_10,vector_11,vector_12,vector_13,vector_14,vector_15,vector_16,vector_17,vector_18,vector_19,vector_20,vector_21,vector_22,accuracy,latency,memory
2,1,0,0,1,1,0,0,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58.26,0.0198371171951293,4693.12
2,0,0,1,1,1,1,2,1,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67.455,0.017870180606842,5107.03
2,1,2,1,1,0,0,0,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67.6675,0.0172041678428649,4856.18
4,1,0,1,0,0,1,2,0,0,0,1,2,0,0,0,0,1,0,0,0,1,-1,72.80000000000001,0.0223340606689453,5353.01
2,0,1,1,1,0,1,1,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64.3575,0.011767303943634,4794.53
4,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,71.0775,0.0409542727470398,5610.07
2,1,0,1,1,1,1,2,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,70.015,0.0170885610580444,5105.78
2,0,0,0,0,1,1,0,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64.5925,0.0143563532829284,4714.61
2,0,2,0,0,0,0,0,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,63.80125,0.0113368892669677,4857.33
4,0,1,1,0,0,0,2,1,0,0,1,1,0,0,0,0,2,1,1,0,1,-1,69.86375,0.0198890018463134,5611.22
4,1,2,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,1,1,-1,73.78,0.0244864177703857,5362.74
4,0,1,0,1,1,0,0,0,1,1,0,2,1,1,1,0,1,1,0,1,0,-1,72.2275,0.0385091876983642,5344.46
2,0,1,1,0,1,1,1,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66.81125,0.0172603726387023,4797.08
4,0,0,0,1,1,0,2,1,1,0,0,2,0,0,0,1,0,0,1,0,0,-1,69.91875,0.0284397339820861,5364.96
4,0,1,1,1,1,1,2,1,1,1,0,0,0,1,1,1,0,1,0,0,1,-1,71.4125,0.0369326210021972,5292.78
2,1,0,1,0,1,1,1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,69.56,0.0131014060974121,4793.33
4,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,2,1,0,0,0,-1,68.59875,0.0199671339988708,5616.18
2,0,0,0,1,0,1,0,0,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,63.15625000000001,0.0144545817375183,4715.97
4,0,0,1,0,1,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,0,-1,68.7525,0.0256671452522277,5309.29
2,0,2,0,0,0,1,0,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,63.765,0.0119299530982971,4857.97
2,0,0,1,1,1,0,0,0,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66.82625,0.0205710339546203,4714.22
4,0,2,0,1,1,0,2,0,1,1,0,2,0,0,0,0,0,1,1,1,0,-1,69.55125,0.040767216682434,5360.71
2,1,0,1,0,1,1,0,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,69.3925,0.0152513313293457,4714.13
4,1,0,1,0,0,1,0,1,0,0,1,2,0,0,1,0,0,0,0,0,1,-1,74.31875000000001,0.027487289905548,5373.54
4,1,0,0,0,0,1,2,1,1,0,1,0,0,1,0,1,2,1,1,1,1,-1,73.905,0.0295929193496704,5611.11
4,0,2,1,1,0,0,1,0,0,0,0,2,0,1,0,1,1,0,0,1,1,-1,68.3725,0.0255836772918701,5367.03
4,0,2,1,0,0,0,2,1,0,0,1,0,1,0,1,1,1,0,0,1,0,-1,70.5925,0.033242654800415,5304.77
4,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,-1,71.19999999999999,0.0268468785285949,5280.86
2,1,0,1,0,1,0,2,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,69.40875,0.0170893764495849,5113.94
4,0,2,1,0,0,1,0,0,0,1,0,1,0,1,0,1,2,1,0,0,0,-1,69.84875,0.027755217552185,5614.18
2,1,0,0,0,0,1,2,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65.70750000000001,0.0171730518341064,5085.95
2,0,0,1,1,0,1,2,1,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,63.83875,0.0178760719299316,5105.18
2,0,2,1,1,1,0,1,0,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65.74,0.0213754200935363,4836.12
4,0,2,1,1,0,1,0,1,1,0,1,2,1,0,1,0,0,0,0,1,0,-1,70.64125000000001,0.0349396800994873,5362.31
4,0,0,0,1,1,0,2,0,0,1,1,1,0,0,1,1,0,0,0,0,0,-1,69.99875,0.0358999037742614,5284.78
4,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,-1,68.95625000000001,0.0284231233596801,5286.79
4,1,1,1,0,0,0,2,1,1,0,1,1,1,1,1,0,2,1,1,1,0,-1,73.06,0.0306708717346191,5614.02
4,1,0,1,0,1,1,1,0,1,0,0,2,0,0,0,0,1,0,0,1,1,-1,72.7,0.0293389225006103,5367.35
4,0,2,1,0,1,1,2,1,1,1,1,0,0,1,0,1,0,1,1,1,1,-1,71.79875,0.0410718894004821,5278.35
2,1,2,1,1,1,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,69.8075,0.0145998883247375,4829.21
4,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,-1,74.715,0.0392245817184448,5281.98
4,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1,-1,73.2225,0.0321451473236083,5370.22
4,0,2,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,-1,71.14874999999999,0.0365276312828063,5285.12
4,0,1,0,0,0,0,0,0,0,1,1,2,1,0,1,1,1,0,1,1,0,-1,69.71125,0.0338835334777832,5365.67
4,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,-1,71.09125,0.0209293007850647,5354.91
4,1,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,-1,72.7925,0.0321008038520813,5287.98
2,1,2,1,1,1,0,1,0,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,69.005,0.0213737368583679,4876.03
2,1,1,1,0,1,0,1,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66.93124999999999,0.0158208560943603,4795.33
2,1,1,0,0,1,0,2,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65.525,0.0203833770751953,5086.59
2,0,1,0,0,1,1,1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65.63,0.0117568278312683,4794.21
4,1,1,1,1,0,1,1,0,1,0,0,2,0,1,0,1,2,1,0,1,0,-1,73.12125,0.0255459856986999,5613.35
4,1,1,1,0,1,0,2,1,0,1,0,0,1,0,0,1,0,0,1,0,1,-1,73.39625000000001,0.0306646943092346,5285.15
4,0,2,1,1,0,1,0,1,1,1,1,0,1,1,1,1,2,1,0,0,0,-1,70.62375,0.0358528804779052,5613.94
4,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,-1,74.70875000000001,0.0303581666946411,5205.12
4,1,1,0,1,1,0,0,1,1,1,1,0,0,1,1,0,2,1,0,0,1,-1,73.69624999999999,0.0363073182106018,5596.12
4,1,2,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,-1,73.21875,0.0323442554473877,5281.98
2,0,0,1,0,1,0,2,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,63.97624999999999,0.0228342127799987,5103.99
2,0,2,1,0,0,0,0,1,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64.12875000000001,0.0118626976013183,4853.89
4,0,1,0,1,1,0,1,1,0,0,0,2,1,1,0,0,0,1,1,0,0,-1,70.19875,0.0228338718414306,5361.35
2,1,0,0,0,1,1,1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65.825,0.0124820733070373,4792.53
2,0,0,1,1,0,0,1,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64.075,0.0129846930503845,4790.29
4,0,0,1,0,1,1,1,0,1,0,1,2,1,1,1,0,1,0,0,1,1,-1,71.50375,0.0358772373199462,5374.22
2,0,2,1,0,1,1,1,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66.21875,0.0207993984222412,4831.69
2,1,1,1,0,0,0,2,0,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66.45,0.014235017299652,5100.42
4,1,2,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,-1,73.24125,0.0231443214416503,5229.78
2,0,0,0,1,1,0,1,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66.675,0.0123399806022644,4790.81
2,0,1,0,0,0,1,0,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64.545,0.0142830204963684,4767.74
2,1,2,1,0,1,0,2,0,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,63.97125,0.0241350555419921,5106.26
4,1,2,1,0,0,1,1,1,1,0,0,2,1,1,1,1,1,0,0,1,1,-1,74.3625,0.0321915888786315,5364.34
2,1,0,1,0,1,0,0,1,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67.38250000000001,0.0212221264839172,4725.14
4,1,0,1,0,0,1,2,1,1,0,0,1,0,0,0,1,0,1,1,1,1,-1,73.9925,0.0267183828353881,5290.38
2,1,1,0,0,0,1,0,0,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65.85249999999999,0.0135311722755432,4774.21
4,0,1,0,1,0,0,2,0,0,0,0,2,1,1,1,0,2,1,1,0,0,-1,70.53375,0.0281410479545593,5622.98
2,0,2,1,1,0,0,1,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64.245,0.014662218093872,4854.05
2,1,1,1,0,0,1,2,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65.14,0.0153675413131713,5079.69
4,1,0,1,1,0,0,2,0,1,0,0,1,1,1,0,1,0,0,1,0,0,-1,73.295,0.0196862053871154,5290.98
2,1,0,0,1,1,0,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67.465,0.0191480541229248,4852.11
2,0,2,0,0,0,1,0,1,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64.865,0.0176640081405639,4857.97
4,1,1,0,1,0,0,2,1,0,0,1,2,0,1,0,1,1,1,1,1,0,-1,72.49875,0.0251710891723632,5368.31
2,1,0,1,0,0,1,0,1,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67.1025,0.0104374814033508,4714.21
4,0,2,1,0,1,0,2,1,0,0,1,0,0,1,1,1,0,1,1,0,0,-1,70.435,0.034909348487854,5292.14
2,0,1,0,1,1,1,2,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,56.08375000000001,0.0216300630569458,5084.66
2,0,1,1,1,0,1,2,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,63.942499999999995,0.0107327055931091,5106.03
4,0,0,1,0,0,0,0,1,1,1,0,2,0,1,1,0,2,0,1,1,0,-1,71.525,0.0396937441825866,5627.06
2,1,2,0,1,1,1,0,0,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66.26125,0.0223175907135009,4836.12
4,0,1,0,0,1,0,0,0,1,1,1,2,0,0,0,1,2,0,1,1,1,-1,71.05875,0.037703697681427,5618.9
2,0,2,1,0,1,1,2,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64.94375,0.0252802038192749,5103.86
4,1,2,0,1,0,1,1,1,1,1,1,2,1,0,1,0,1,1,0,1,1,-1,72.86125,0.0375160002708435,5374.9
2,1,1,0,1,0,0,0,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66.25999999999999,0.012957124710083,4688.69
2,0,2,1,1,1,1,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66.325,0.022650921344757,4836.12
2,0,1,0,0,1,1,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66.2025,0.014237585067749,4746.64
4,0,0,0,0,0,1,2,0,0,1,0,1,0,0,0,1,2,0,0,1,0,-1,69.2525,0.0323023915290832,5612.34
2,1,1,0,0,0,1,1,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65.8475,0.0127618741989135,4864.89
2,0,0,0,0,1,1,1,1,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64.65125,0.0136815953254699,4850.94
4,1,0,0,1,0,0,2,1,0,0,1,0,0,0,1,0,0,1,1,1,0,-1,73.085,0.0325538635253906,5286.94
2,0,1,1,1,0,0,0,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64.03375,0.0129002404212951,4688.69
2,1,0,1,1,1,1,0,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,70.53375,0.0157572317123413,4688.69
2,0,1,0,0,0,1,2,0,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,53.66499999999999,0.0153942108154296,5104.77
4,0,0,0,1,0,1,1,1,1,1,0,2,1,0,1,0,1,1,0,0,1,-1,71.5575,0.0290389609336853,5372.58
4,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,-1,71.8525,0.0183751034736633,5308.05
4,1,1,1,1,0,1,1,1,0,1,0,2,1,0,0,1,2,1,1,0,0,-1,73.37875,0.0259624648094177,5596.12
4,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,-1,70.60749999999999,0.0208170437812805,5285.12
2,1,1,1,0,1,0,2,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67.6225,0.0200837850570678,5109.67
4,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,-1,70.3675,0.0223986339569091,5230.1
2,1,1,0,0,1,0,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,68.40375,0.0172614908218383,4829.25
2,0,2,1,1,1,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66.82625,0.0157423853874206,4869.06
4,1,1,0,0,1,0,0,1,0,1,0,2,1,1,0,0,0,1,0,1,1,-1,72.575,0.0364316844940185,5373.38
2,1,1,1,1,1,1,1,1,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,70.50375,0.0127922177314758,4854.9
4,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,-1,73.3425,0.0325736188888549,5231.33
2,0,2,1,1,0,1,0,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64.0425,0.0172796893119812,4854.05
2,0,1,1,0,0,1,2,1,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64.67,0.0109854054450988,5101.29
4,1,2,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,-1,73.15625,0.0393175101280212,5364.58
4,1,0,1,1,1,0,1,0,1,1,1,2,0,1,1,1,2,1,0,1,0,-1,72.69375,0.0446224689483642,5625.94
2,1,2,1,0,0,0,2,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66.85125,0.0132214093208312,5104.09
4,1,1,1,0,0,0,2,1,1,1,1,2,1,0,0,0,0,0,0,1,1,-1,72.72875,0.0326245617866516,5348.12
2,1,2,0,0,1,1,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,69.49125,0.0167286920547485,4854.93
4,1,2,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,-1,73.20125,0.0363408303260803,5272.34
2,1,2,1,1,1,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,70.17374999999998,0.0146949052810668,4831.69
4,0,0,1,1,1,0,2,1,0,0,0,2,0,1,1,1,2,0,0,1,0,-1,71.32625,0.0416613054275512,5626.15
4,1,2,1,1,0,0,2,1,1,0,1,2,1,1,1,0,0,0,0,1,1,-1,74.50625,0.036418821811676,5370.26
4,0,2,0,0,0,1,2,0,1,0,0,0,1,1,1,1,0,1,1,0,0,-1,71.1175,0.0296185111999511,5286.94
4,1,0,1,0,1,1,0,0,0,1,1,2,1,1,0,0,1,0,1,1,1,-1,71.935,0.0368399763107299,5369.3
2,1,1,1,1,1,1,1,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,69.84,0.0117642784118652,4792.5
2,0,1,0,0,0,0,2,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64.35625,0.0142826461791992,5108.87
2,0,0,0,0,1,1,1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64.405,0.012491979598999,4793.3
2,0,2,0,0,0,0,0,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64.27375,0.011321861743927,4850.24
4,1,2,1,1,0,0,2,0,1,0,1,0,1,1,1,0,0,0,1,0,0,-1,73.50375,0.0291219401359558,5287.74
4,0,0,0,1,0,0,2,0,1,1,0,1,0,1,0,1,2,1,1,1,1,-1,70.0225,0.0328450918197631,5613.67
2,0,0,1,0,1,1,2,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67.375,0.0173241686820983,5099.62
4,0,2,0,1,1,1,2,0,0,1,0,0,0,0,0,0,1,1,1,0,0,-1,70.86125,0.0318234133720398,5307.09
4,0,1,0,0,0,1,2,1,0,0,0,2,1,1,0,1,0,0,0,1,0,-1,67.97250000000001,0.0278533363342285,5348.12
2,1,0,1,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67.31125,0.009403760433197,4710.29
4,0,0,1,0,1,1,1,0,1,0,0,2,1,1,0,0,2,1,0,1,0,-1,70.01,0.0326299715042114,5621.59
4,0,2,0,1,0,1,1,0,1,1,0,0,1,0,0,1,2,1,0,0,0,-1,70.5875,0.0274112343788146,5612.55
4,1,2,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,-1,72.85500000000002,0.0337507319450378,5301.33
4,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,0,-1,70.41625,0.0363849306106567,5205.12
2,0,2,1,0,0,1,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,63.76750000000001,0.0122716403007507,4853.33
4,1,2,0,1,0,1,1,0,1,1,1,2,0,1,1,1,2,1,1,1,1,-1,73.4325,0.0412454295158386,5626.82
2,0,1,0,0,1,0,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67.28375,0.0116639566421508,4860.45
4,1,0,1,1,0,0,0,0,0,1,0,2,0,0,1,1,1,1,0,1,1,-1,72.75625,0.0367567682266235,5379.58
4,1,2,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,-1,72.72375000000001,0.0205674648284912,5285.12
2,1,0,1,1,1,0,0,1,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,70.11,0.021267557144165,4715.14
2,0,2,1,0,0,1,1,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,63.90125,0.0097570061683654,4832.38
2,1,0,0,1,0,0,1,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67.70875000000001,0.0083842921257019,4827.69
4,0,1,1,1,0,1,2,0,0,0,0,2,0,1,0,0,0,0,1,1,1,-1,68.14250000000001,0.0266455221176147,5365.38
4,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,-1,71.345,0.0322435140609741,5306.09
2,1,1,1,0,1,1,1,1,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,69.94875,0.0127611327171325,4852.45
2,1,2,0,1,0,1,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67.12875000000001,0.0119074869155883,4835.56
4,0,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,2,0,1,1,0,-1,70.925,0.0292792582511901,5618.9
2,0,1,1,1,1,0,0,1,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,68.62875,0.0131398320198059,4715.67
2,0,2,1,0,0,1,0,1,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64.7925,0.0123963856697082,4861.46
2,0,2,1,0,1,1,1,0,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65.01125,0.021979956626892,4863.89
2,1,0,1,1,1,1,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,69.97625,0.020459394454956,4702.52
2,0,1,1,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64.1525,0.0121990346908569,4713.33
4,1,1,1,1,0,1,1,0,1,1,1,2,1,0,0,1,2,0,1,0,0,-1,73.94625,0.0265049791336059,5614.7
2,0,2,1,1,1,0,1,1,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67.32750000000001,0.0157992267608642,4861.19
4,1,1,0,0,0,1,0,0,0,1,1,2,0,1,0,1,0,1,1,0,0,-1,72.62625,0.026150734424591,5367.38
4,0,2,1,1,1,1,2,1,0,0,1,2,0,1,0,1,0,0,1,1,0,-1,70.465,0.0369547796249389,5373.46
4,0,2,0,1,0,1,2,1,1,1,0,2,0,0,1,0,2,0,0,0,1,-1,70.96875,0.0380867886543273,5617.7
2,1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65.485,0.0087503576278686,4714.19
2,0,0,1,1,0,1,1,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,63.57375,0.0078022956848144,4791.73
2,1,0,1,1,0,0,0,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66.79499999999999,0.0155090999603271,4690.01
4,0,2,0,0,0,1,0,0,1,1,1,2,0,0,0,0,1,0,1,0,0,-1,71.01249999999999,0.0263308262825012,5376.5
4,0,0,1,1,0,1,2,0,1,1,1,1,1,1,0,1,0,0,0,0,1,-1,69.97875,0.0262652516365051,5287.74
4,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,2,1,0,0,0,-1,70.415,0.0358574962615966,5610.23
4,1,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,-1,72.48124999999999,0.0268069338798522,5285.74
2,1,0,0,0,0,0,2,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65.84125,0.011531274318695,5102.69
4,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,-1,74.0875,0.0362214183807373,5228.74
2,1,2,0,1,1,1,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,69.5225,0.0174206519126892,4831.69
2,0,2,1,0,0,1,1,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,53.84625,0.0162516856193542,4831.69
4,1,1,1,1,0,1,2,0,0,0,0,0,1,1,1,1,0,0,1,1,1,-1,73.86749999999999,0.0313237500190734,5286.14
4,1,2,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,-1,73.57124999999999,0.0243243265151977,5305.25
2,1,1,1,1,1,1,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,70.27375,0.0137238979339599,4761.67
2,1,1,0,1,1,1,2,1,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,68.79124999999999,0.0219462442398071,5096.6
2,1,1,1,1,0,1,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66.42875000000001,0.0094419240951538,4840.86
4,1,2,1,0,1,0,0,0,1,1,0,2,1,0,1,0,0,0,0,1,1,-1,73.77375,0.0446347212791442,5353.48
2,0,1,1,1,1,1,2,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67.5,0.0160232305526733,5107.17
4,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,-1,70.56375,0.0283584475517272,5344.12
2,0,2,0,1,0,0,2,1,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64.265,0.0134724569320678,5102.85
4,0,1,1,1,0,1,2,1,0,0,0,1,0,1,1,1,0,1,1,0,0,-1,70.13624999999999,0.0247883224487304,5283.15
2,1,2,1,0,1,1,2,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67.11,0.0256236410140991,5103.86
4,1,2,0,0,0,1,0,1,1,0,0,2,0,0,0,1,2,1,0,1,1,-1,73.12,0.0321544241905212,5613.02
2,0,1,0,0,1,1,0,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,54.993750000000006,0.0192946720123291,4779.78
2,0,1,1,0,0,1,1,0,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,63.11625,0.0126872181892395,4856.62
4,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,-1,70.40875000000001,0.0191713142395019,5305.46
4,0,1,0,1,1,1,1,1,1,1,1,2,1,0,0,1,2,1,0,0,1,-1,70.99875,0.03290860414505,5616.9
2,0,1,1,0,1,1,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66.655,0.0190741443634033,4779.31
4,0,2,1,0,0,1,1,0,1,0,0,0,0,0,0,0,2,1,0,1,0,-1,68.385,0.0268589973449707,5619.7
4,0,2,0,0,0,1,1,0,0,1,1,2,0,1,0,1,0,1,0,1,0,-1,68.94749999999999,0.0338554525375366,5373.81
4,1,2,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,1,-1,73.08125,0.0304295182228088,5359.87
4,0,0,0,0,0,1,2,0,1,1,0,1,0,0,0,0,2,0,1,0,0,-1,69.495,0.0257618474960327,5615.91
2,1,0,1,0,0,0,2,0,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66.62125,0.0173610043525695,5079.69
2,0,0,1,0,1,1,0,1,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,54.80625,0.0214190292358398,4720.02
2,0,2,1,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64.28625,0.0165782070159912,4853.89
