vector_0,vector_1,vector_2,vector_3,vector_4,vector_5,vector_6,vector_7,vector_8,vector_9,vector_10,vector_11,vector_12,vector_13,vector_14,vector_15,vector_16,vector_17,vector_18,vector_19,vector_20,vector_21,vector_22,accuracy,latency,memory
2,1,0,0,0,0,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66.9875,0.0084717607498168,4853.21
4,1,2,1,0,0,1,2,1,0,1,0,1,0,0,1,0,2,0,1,0,1,-1,73.95125,0.0347369289398193,5626.79
2,1,2,0,0,1,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,68.4725,0.0154326057434082,4855.38
2,1,2,0,1,0,0,0,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67.38125000000001,0.0167512798309326,4865.94
4,0,2,1,1,0,0,1,0,1,0,1,2,1,1,1,0,2,0,0,0,0,-1,70.44125,0.0289550876617431,5619.58
4,0,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,-1,68.185,0.0117825508117675,5308.28
2,1,0,1,1,0,1,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67.0975,0.0149847650527954,4712.77
2,0,0,1,1,0,1,2,1,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,63.215,0.01785320520401,5100.45
2,1,1,0,1,1,0,0,1,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,68.92750000000001,0.0131037092208862,4714.13
2,0,1,1,0,0,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55.01625000000001,0.0073121404647827,4789.89
4,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,-1,71.00750000000001,0.0248917841911315,5310.42
4,1,1,1,0,1,1,2,0,0,0,1,1,0,1,1,1,1,0,0,1,0,-1,72.3025,0.0335042119026184,5311.33
4,0,1,0,1,0,1,2,1,1,0,1,2,1,0,0,0,1,1,1,0,0,-1,68.36,0.020285198688507,5377.94
4,1,2,1,1,1,1,1,0,0,1,1,0,1,0,1,1,2,1,0,0,0,-1,72.92625000000001,0.0395217251777648,5613.75
4,0,1,1,0,0,0,1,0,0,1,1,2,1,0,0,0,2,1,1,0,1,-1,69.95625,0.0258687162399291,5617.98
4,0,0,1,1,0,1,1,0,0,1,0,2,0,1,0,0,1,1,0,0,0,-1,69.48125,0.0225214767456054,5375.59
2,0,0,0,1,0,0,2,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65.7525,0.0109759211540222,5079.69
2,1,0,0,0,1,1,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,68.91875,0.0145140051841735,4712.49
4,1,2,1,0,1,0,2,1,0,0,0,1,1,1,1,1,0,1,1,0,0,-1,73.56750000000001,0.0333614039421081,5264.12
2,0,1,1,1,0,1,0,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,63.35625,0.0142229199409484,4774.77
4,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,-1,73.83875,0.0266752934455871,5301.38
2,1,1,1,1,0,0,1,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67.31750000000001,0.0103299593925476,4790.29
4,0,1,0,0,0,1,0,1,1,1,1,2,0,1,0,1,0,0,0,1,1,-1,69.97375,0.0319518756866455,5369.46
4,0,2,1,1,0,0,2,0,1,1,1,1,1,1,1,1,1,0,1,1,0,-1,70.24499999999999,0.0364870810508728,5299.14
2,1,0,0,1,0,0,2,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67.7525,0.0109905052185058,5098.26
4,1,2,0,1,1,0,2,0,1,1,0,1,1,1,0,0,2,1,1,1,1,-1,72.66,0.0393249249458313,5596.12
4,1,2,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,1,-1,71.92250000000001,0.0288995432853698,5379.78
4,1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,0,2,1,1,1,0,-1,73.62875,0.0420735526084899,5613.35
4,1,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,2,1,1,1,0,-1,73.47875,0.0381757950782775,5615.27
4,0,0,0,0,1,0,0,0,1,0,1,2,1,1,1,0,2,1,1,0,1,-1,71.3725,0.0343016147613525,5610.87
4,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,-1,69.58375000000001,0.028143515586853,5286.3
4,1,2,1,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,-1,72.3825,0.0421275663375854,5289.42
2,0,1,1,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65.58625,0.0172381591796875,4799.22
4,1,2,1,0,0,0,2,1,1,0,0,2,1,1,0,0,0,0,1,1,0,-1,72.9575,0.0303409099578857,5368.9
2,0,2,0,1,1,1,0,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64.82000000000001,0.0232389163970947,4866.23
4,1,2,1,1,1,0,0,1,1,1,0,2,1,1,1,1,2,1,1,1,0,-1,73.6775,0.0479729485511779,5614.5
2,0,1,1,0,1,0,0,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67.1425,0.0129033017158508,4714.91
4,0,2,1,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,-1,70.19375,0.0325204753875732,5286.19
4,0,2,1,0,1,0,1,0,1,1,0,1,0,1,0,1,2,0,0,0,0,-1,70.6175,0.0306260085105895,5622.26
2,0,2,1,1,0,1,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,63.84625,0.012297191619873,4854.05
2,0,2,0,1,0,1,2,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,63.58250000000001,0.0195651078224182,5103.97
2,0,2,0,1,1,1,2,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66.9925,0.0187481355667114,5105.3
2,0,1,1,0,0,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,61.86875,0.0051597690582275,4794.19
4,1,1,1,1,1,1,2,0,1,0,0,2,0,1,1,1,0,1,0,1,1,-1,71.92375,0.038807098865509,5348.12
4,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,2,0,0,0,0,-1,73.405,0.0313634920120239,5596.12
2,1,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65.31625000000001,0.0089356970787048,4713.41
2,0,1,0,1,1,1,1,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,56.20249999999999,0.0172258710861206,4799.77
2,0,0,0,1,1,1,0,0,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,68.06625,0.0200641250610351,4715.7
2,1,1,0,1,0,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66.54625,0.0116806030273437,4774.44
4,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,-1,73.55875,0.0342096924781799,5286.98
2,1,2,0,0,0,1,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,68.7375,0.013119900226593,5097.49
4,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,2,0,1,0,1,-1,72.7275,0.0358425974845886,5624.87
2,0,1,0,0,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65.41749999999999,0.0184228515625,4832.12
4,1,2,1,1,0,1,2,1,0,1,0,1,1,1,0,1,0,1,0,0,0,-1,72.81375,0.0285669517517089,5279.74
2,0,1,1,1,0,1,1,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,63.84,0.0117532634735107,4792.32
2,1,1,1,1,0,0,1,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66.4975,0.0071933341026306,4827.69
2,1,1,1,0,0,0,1,1,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,68.01625,0.0072431230545043,4827.69
2,0,1,0,0,0,0,0,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65.0425,0.0070867371559143,4687.64
4,0,2,0,1,1,0,0,1,0,0,0,1,0,1,1,0,2,0,0,0,1,-1,70.60000000000001,0.0325189495086669,5609.22
2,0,0,0,0,0,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64.20249999999999,0.0071326231956481,4794.73
2,1,1,1,1,1,0,2,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,68.69125,0.0198199272155761,5084.12
4,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0,-1,71.88874999999999,0.0315803527832031,5293.56
4,0,2,0,0,1,1,1,0,1,1,0,2,1,1,1,0,1,1,1,1,1,-1,71.46375,0.0421169543266296,5374.22
4,1,0,1,0,1,0,0,1,0,1,1,2,0,0,0,0,1,0,0,0,0,-1,73.57249999999999,0.0309530878067016,5370.55
2,0,1,1,0,1,1,2,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55.196250000000006,0.0214174222946166,5109.22
4,0,1,0,1,0,0,2,1,1,1,0,0,1,1,1,0,2,1,1,1,1,-1,71.06375000000001,0.038368375301361,5620.23
4,1,2,0,0,1,0,1,0,0,1,1,2,1,1,0,0,1,0,0,0,1,-1,73.6025,0.0316186738014221,5373.81
4,1,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,-1,72.91125,0.0198976325988769,5307.14
4,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,1,1,-1,69.13999999999999,0.0291379642486572,5362.86
4,0,2,0,0,1,1,2,0,0,1,0,2,1,1,0,0,1,1,0,1,0,-1,71.12,0.0391431331634521,5374.95
2,0,1,1,0,0,0,2,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65.85125,0.0090977311134338,5079.69
2,1,2,1,1,1,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,69.11125,0.0165409088134765,4864.07
4,0,2,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,-1,70.9325,0.0256373262405395,5228.74
2,1,0,0,0,1,0,1,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,68.89625000000001,0.0123087930679321,4773.19
4,1,2,1,0,0,1,0,1,0,0,1,2,0,1,1,0,1,0,0,1,1,-1,73.00375,0.0337907433509826,5379.42
4,1,0,0,0,0,1,2,1,0,0,0,1,1,0,0,0,2,1,0,0,0,-1,72.5225,0.02065349817276,5606.23
2,0,0,0,0,1,0,1,1,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64.70625,0.0190942287445068,4854.83
4,1,2,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,0,1,1,0,-1,73.09375,0.036468117237091,5308.74
2,0,2,1,1,1,0,1,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65.5875,0.0202183604240417,4860.87
4,0,2,1,0,0,0,2,1,1,1,1,2,1,0,1,1,0,1,1,0,0,-1,71.22125,0.037586224079132,5365.38
4,0,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,-1,69.21375,0.0298447060585021,5224.13
2,0,0,1,0,1,0,2,1,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65.17500000000001,0.0177541875839233,5100.45
2,1,1,1,1,1,0,1,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,69.54625,0.0103580117225646,4768.2
4,1,0,1,0,0,0,0,1,0,0,1,2,0,0,1,1,0,0,1,1,0,-1,73.17625,0.0330721545219421,5368.63
4,1,1,0,1,1,0,1,1,0,1,1,2,0,1,0,1,1,1,0,1,1,-1,72.6325,0.0333818960189819,5367.62
4,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,-1,71.73125,0.0326796507835388,5367.15
2,0,2,0,1,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64.535,0.0108234286308288,4854.26
2,1,2,1,0,1,1,0,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,68.77125,0.0234017491340637,4859.7
2,1,0,1,0,0,1,0,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66.57374999999999,0.0098101592063903,4710.27
4,0,1,0,1,0,0,2,0,1,0,1,1,1,0,1,0,1,1,1,0,0,-1,69.5825,0.0205508518218994,5302.82
2,0,0,1,0,1,0,2,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66.76375,0.0230213546752929,5108.61
2,1,2,1,1,0,0,2,0,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,56.73374999999999,0.0184947824478149,5106.98
2,0,1,0,1,0,1,2,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64.32249999999999,0.0154099488258361,5106.65
2,0,1,1,1,1,1,2,1,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65.38374999999999,0.0219761633872985,5096.14
4,0,2,0,0,1,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0,1,-1,70.0825,0.0245707082748413,5342.45
4,0,1,1,1,0,1,0,1,1,0,1,0,0,1,0,1,2,0,1,1,1,-1,68.8625,0.026258680820465,5622.26
4,1,2,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,-1,72.8275,0.022352168560028,5205.12
4,1,2,0,0,0,1,0,0,0,1,1,2,1,0,0,0,1,1,1,1,1,-1,70.59125,0.0330643486976623,5373.38
2,0,2,0,0,1,0,2,1,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66.56375,0.0190210437774658,5100.45
2,1,1,1,0,0,0,1,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67.035,0.0073188018798828,4849.02
2,0,1,1,0,0,0,1,1,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64.06625,0.0116533827781677,4827.69
2,1,1,0,1,0,0,1,0,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67.35125000000001,0.0103844594955444,4773.83
2,1,0,1,0,1,0,2,0,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64.4275,0.0224387598037719,5106.9
2,1,0,1,0,1,0,0,1,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,68.0875,0.0212389731407165,4693.42
2,0,1,0,1,0,0,0,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65.1625,0.0131383919715881,4714.21
2,0,2,1,1,0,1,0,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64.98875,0.0172668266296386,4853.89
4,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,-1,68.06875,0.0200815916061401,5222.1
2,1,1,1,1,0,1,1,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67.81,0.0072587823867797,4790.86
4,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,-1,70.80624999999999,0.0318128013610839,5311.46
2,0,1,1,1,1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,68.09125,0.012797565460205,4853.97
4,0,0,1,1,0,0,1,1,0,1,1,2,0,1,0,1,1,1,0,0,0,-1,68.875,0.0241837382316589,5371.14
4,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,2,1,1,0,1,-1,72.755,0.0239900946617126,5620.18
2,1,2,1,0,1,1,0,0,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,62.06125,0.0228225922584533,4855.38
4,1,2,0,1,1,1,0,1,0,1,1,1,0,0,0,0,2,0,1,1,1,-1,73.02375,0.0384793615341186,5615.01
4,1,2,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,1,-1,72.67875000000001,0.0244223642349243,5361.18
4,1,2,1,1,1,0,1,0,1,0,0,0,1,0,0,0,2,1,0,1,0,-1,72.55250000000001,0.032546260356903,5614.15
